Year,Land use,Irrigation,Sources,GHG emissions (Mt CO2e)
2010,Cotton,dry,TCO2E_FERT_PROD,0.0155130703125
2010,Cotton,dry,TCO2E_FODDER,0.0
2010,Cotton,dry,TCO2E_FUEL,0.0
2010,Cotton,dry,TCO2E_HARVEST,0.0169744599609375
2010,Cotton,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Cotton,dry,TCO2E_IRRIG,0.0
2010,Cotton,dry,TCO2E_MANURE_MGT,0.0
2010,Cotton,dry,TCO2E_PEST_PROD,0.041854572265625
2010,Cotton,dry,TCO2E_SEED,0.0
2010,Cotton,dry,TCO2E_SOIL,0.013691402465820313
2010,Cotton,dry,TCO2E_SOWING,0.002475751953125
2010,Cotton,irr,TCO2E_CHEM_APPL,0.08177955078125
2010,Cotton,irr,TCO2E_CROP_MGT,0.0
2010,Cotton,irr,TCO2E_CULTIV,0.0753981591796875
2010,Cotton,irr,TCO2E_DUNG_URINE,0.0
2010,Cotton,irr,TCO2E_ELEC,0.0
2010,Cotton,irr,TCO2E_ENTERIC,0.0
2010,Cotton,irr,TCO2E_FERT_PROD,0.28199987109375
2010,Cotton,irr,TCO2E_FODDER,0.0
2010,Cotton,irr,TCO2E_FUEL,0.0
2010,Cotton,irr,TCO2E_HARVEST,0.0951887626953125
2010,Cotton,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Cotton,irr,TCO2E_IRRIG,0.066651859375
2010,Cotton,irr,TCO2E_MANURE_MGT,0.0
2010,Cotton,irr,TCO2E_PEST_PROD,0.1604957392578125
2010,Cotton,irr,TCO2E_SEED,0.0
2010,Cotton,irr,TCO2E_SOIL,0.37712689453125
2010,Cotton,irr,TCO2E_SOWING,0.0094295078125
2010,Dairy,dry,TCO2E_CHEM_APPL,0.0
2010,Dairy,dry,TCO2E_CROP_MGT,0.0
2010,Dairy,dry,TCO2E_CULTIV,0.0
2010,Dairy,dry,TCO2E_DUNG_URINE,0.04544292541503907
2010,Dairy,dry,TCO2E_ELEC,0.016368086781501773
2010,Dairy,dry,TCO2E_ENTERIC,0.41941004833984374
2010,Dairy,dry,TCO2E_FERT_PROD,0.0
2010,Dairy,dry,TCO2E_FODDER,0.048179860137939456
2010,Dairy,dry,TCO2E_FUEL,0.012368331532239913
2010,Dairy,dry,TCO2E_HARVEST,0.0
2010,Dairy,dry,TCO2E_IND_LEACH_RUNOFF,0.05813418148803711
2010,Dairy,dry,TCO2E_IRRIG,0.0
2010,Dairy,dry,TCO2E_MANURE_MGT,0.019598389503479002
2010,Dairy,dry,TCO2E_PEST_PROD,0.0
2010,Dairy,dry,TCO2E_SEED,0.01477226762008667
2010,Dairy,dry,TCO2E_SOIL,0.0
2010,Dairy,dry,TCO2E_SOWING,0.0
2010,Dairy,irr,TCO2E_CHEM_APPL,0.0156842216796875
2010,Dairy,irr,TCO2E_CROP_MGT,0.0
2010,Dairy,irr,TCO2E_CULTIV,0.03637669384765625
2010,Dairy,irr,TCO2E_DUNG_URINE,0.015780296142578122
2010,Dairy,irr,TCO2E_ELEC,0.02062463619995117
2010,Dairy,irr,TCO2E_ENTERIC,0.14670530859375
2010,Dairy,irr,TCO2E_FERT_PROD,0.1126702421875
2010,Dairy,irr,TCO2E_FODDER,0.0176839462890625
2010,Dairy,irr,TCO2E_FUEL,0.022835815757751465
2010,Dairy,irr,TCO2E_HARVEST,0.0044526187744140635
2010,Dairy,irr,TCO2E_IND_LEACH_RUNOFF,0.020326791748046875
2010,Dairy,irr,TCO2E_IRRIG,0.023197986572265624
2010,Dairy,irr,TCO2E_MANURE_MGT,0.00979446435546875
2010,Dairy,irr,TCO2E_PEST_PROD,0.03005913623046875
2010,Dairy,irr,TCO2E_SEED,0.0049534999694824215
2010,Dairy,irr,TCO2E_SOIL,0.22675444140625
2010,Dairy,irr,TCO2E_SOWING,0.00991837548828125
2010,Grapes,dry,TCO2E_CHEM_APPL,0.0
2010,Grapes,dry,TCO2E_CROP_MGT,0.0
2010,Grapes,dry,TCO2E_CULTIV,0.0
2010,Grapes,dry,TCO2E_DUNG_URINE,0.0
2010,Grapes,dry,TCO2E_ELEC,0.0
2010,Grapes,dry,TCO2E_ENTERIC,0.0
2010,Grapes,dry,TCO2E_FERT_PROD,0.0
2010,Grapes,dry,TCO2E_FODDER,0.0
2010,Grapes,dry,TCO2E_FUEL,0.0
2010,Grapes,dry,TCO2E_HARVEST,0.0
2010,Grapes,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Grapes,dry,TCO2E_IRRIG,0.0
2010,Grapes,dry,TCO2E_MANURE_MGT,0.0
2010,Grapes,dry,TCO2E_PEST_PROD,0.0
2010,Grapes,dry,TCO2E_SEED,0.0
2010,Grapes,dry,TCO2E_SOIL,0.0
2010,Grapes,dry,TCO2E_SOWING,0.0
2010,Grapes,irr,TCO2E_CHEM_APPL,0.0058648623046875
2010,Grapes,irr,TCO2E_CROP_MGT,0.00541604931640625
2010,Grapes,irr,TCO2E_CULTIV,0.008041470703125
2010,Grapes,irr,TCO2E_DUNG_URINE,0.0
2010,Grapes,irr,TCO2E_ELEC,0.0
2010,Grapes,irr,TCO2E_ENTERIC,0.0
2010,Grapes,irr,TCO2E_FERT_PROD,0.0262374375
2010,Grapes,irr,TCO2E_FODDER,0.0
2010,Grapes,irr,TCO2E_FUEL,0.0
2010,Grapes,irr,TCO2E_HARVEST,0.0012060140380859374
2010,Grapes,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Grapes,irr,TCO2E_IRRIG,0.002368358154296875
2010,Grapes,irr,TCO2E_MANURE_MGT,0.0
2010,Grapes,irr,TCO2E_PEST_PROD,0.00909022265625
2010,Grapes,irr,TCO2E_SEED,0.0
2010,Grapes,irr,TCO2E_SOIL,0.0396870078125
2010,Grapes,irr,TCO2E_SOWING,0.0
2010,Hay,dry,TCO2E_CHEM_APPL,0.018937688781738283
2010,Hay,dry,TCO2E_CROP_MGT,0.0
2010,Hay,dry,TCO2E_CULTIV,0.330841431640625
2010,Hay,dry,TCO2E_DUNG_URINE,0.0
2010,Hay,dry,TCO2E_ELEC,0.0
2010,Hay,dry,TCO2E_ENTERIC,0.0
2010,Hay,dry,TCO2E_FERT_PROD,0.705401939453125
2010,Hay,dry,TCO2E_FODDER,0.0
2010,Hay,dry,TCO2E_FUEL,0.0
2010,Hay,dry,TCO2E_HARVEST,0.0
2010,Hay,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Hay,dry,TCO2E_IRRIG,0.0
2010,Hay,dry,TCO2E_MANURE_MGT,0.0
2010,Hay,dry,TCO2E_PEST_PROD,0.247122859375
2010,Hay,dry,TCO2E_SEED,0.0
2010,Hay,dry,TCO2E_SOIL,0.0
2010,Hay,dry,TCO2E_SOWING,0.018937688781738283
2010,Hay,irr,TCO2E_CHEM_APPL,0.0008662085571289062
2010,Hay,irr,TCO2E_CROP_MGT,0.0
2010,Hay,irr,TCO2E_CULTIV,0.0151326640625
2010,Hay,irr,TCO2E_DUNG_URINE,0.0
2010,Hay,irr,TCO2E_ELEC,0.0
2010,Hay,irr,TCO2E_ENTERIC,0.0
2010,Hay,irr,TCO2E_FERT_PROD,0.03226503515625
2010,Hay,irr,TCO2E_FODDER,0.0
2010,Hay,irr,TCO2E_FUEL,0.0
2010,Hay,irr,TCO2E_HARVEST,0.0
2010,Hay,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Hay,irr,TCO2E_IRRIG,0.0134342451171875
2010,Hay,irr,TCO2E_MANURE_MGT,0.0
2010,Hay,irr,TCO2E_PEST_PROD,0.0113033818359375
2010,Hay,irr,TCO2E_SEED,0.0
2010,Hay,irr,TCO2E_SOIL,0.0
2010,Hay,irr,TCO2E_SOWING,0.0008662085571289062
2010,Nuts,dry,TCO2E_CHEM_APPL,0.01846313671875
2010,Nuts,dry,TCO2E_CROP_MGT,0.00512731396484375
2010,Nuts,dry,TCO2E_CULTIV,0.0126320244140625
2010,Nuts,dry,TCO2E_DUNG_URINE,0.0
2010,Nuts,dry,TCO2E_ELEC,0.0
2010,Nuts,dry,TCO2E_ENTERIC,0.0
2010,Nuts,dry,TCO2E_FERT_PROD,0.0687990625
2010,Nuts,dry,TCO2E_FODDER,0.0
2010,Nuts,dry,TCO2E_FUEL,0.0
2010,Nuts,dry,TCO2E_HARVEST,0.006031462890625
2010,Nuts,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Nuts,dry,TCO2E_IRRIG,0.0
2010,Nuts,dry,TCO2E_MANURE_MGT,0.0
2010,Nuts,dry,TCO2E_PEST_PROD,0.026415435546875
2010,Nuts,dry,TCO2E_SEED,0.0
2010,Nuts,dry,TCO2E_SOIL,0.0735499921875
2010,Nuts,dry,TCO2E_SOWING,0.0008990023193359374
2010,Nuts,irr,TCO2E_CHEM_APPL,0.0
2010,Nuts,irr,TCO2E_CROP_MGT,0.0
2010,Nuts,irr,TCO2E_CULTIV,0.0
2010,Nuts,irr,TCO2E_DUNG_URINE,0.0
2010,Nuts,irr,TCO2E_ELEC,0.0
2010,Nuts,irr,TCO2E_ENTERIC,0.0
2010,Nuts,irr,TCO2E_FERT_PROD,0.0
2010,Nuts,irr,TCO2E_FODDER,0.0
2010,Nuts,irr,TCO2E_FUEL,0.0
2010,Nuts,irr,TCO2E_HARVEST,0.0
2010,Nuts,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Nuts,irr,TCO2E_IRRIG,0.0
2010,Nuts,irr,TCO2E_MANURE_MGT,0.0
2010,Nuts,irr,TCO2E_PEST_PROD,0.0
2010,Nuts,irr,TCO2E_SEED,0.0
2010,Nuts,irr,TCO2E_SOIL,0.0
2010,Nuts,irr,TCO2E_SOWING,0.0
2010,Plantation fruit,dry,TCO2E_CHEM_APPL,0.0
2010,Plantation fruit,dry,TCO2E_CROP_MGT,0.0
2010,Plantation fruit,dry,TCO2E_CULTIV,0.0
2010,Plantation fruit,dry,TCO2E_DUNG_URINE,0.0
2010,Plantation fruit,dry,TCO2E_ELEC,0.0
2010,Plantation fruit,dry,TCO2E_ENTERIC,0.0
2010,Plantation fruit,dry,TCO2E_FERT_PROD,0.0
2010,Plantation fruit,dry,TCO2E_FODDER,0.0
2010,Plantation fruit,dry,TCO2E_FUEL,0.0
2010,Plantation fruit,dry,TCO2E_HARVEST,0.0
2010,Plantation fruit,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Plantation fruit,dry,TCO2E_IRRIG,0.0
2010,Plantation fruit,dry,TCO2E_MANURE_MGT,0.0
2010,Plantation fruit,dry,TCO2E_PEST_PROD,0.0
2010,Plantation fruit,dry,TCO2E_SEED,0.0
2010,Plantation fruit,dry,TCO2E_SOIL,0.0
2010,Plantation fruit,dry,TCO2E_SOWING,0.0
2010,Plantation fruit,irr,TCO2E_CHEM_APPL,0.0457078046875
2010,Plantation fruit,irr,TCO2E_CROP_MGT,0.0090425693359375
2010,Plantation fruit,irr,TCO2E_CULTIV,0.01776785546875
2010,Plantation fruit,irr,TCO2E_DUNG_URINE,0.0
2010,Plantation fruit,irr,TCO2E_ELEC,0.0
2010,Plantation fruit,irr,TCO2E_ENTERIC,0.0
2010,Plantation fruit,irr,TCO2E_FERT_PROD,0.535184625
2010,Plantation fruit,irr,TCO2E_FODDER,0.0
2010,Plantation fruit,irr,TCO2E_FUEL,0.0
2010,Plantation fruit,irr,TCO2E_HARVEST,0.0
2010,Plantation fruit,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Plantation fruit,irr,TCO2E_IRRIG,0.00231251806640625
2010,Plantation fruit,irr,TCO2E_MANURE_MGT,0.0
2010,Plantation fruit,irr,TCO2E_PEST_PROD,0.01137640625
2010,Plantation fruit,irr,TCO2E_SEED,0.0
2010,Plantation fruit,irr,TCO2E_SOIL,0.36502978125
2010,Plantation fruit,irr,TCO2E_SOWING,0.0
2010,Sheep,dry,TCO2E_CHEM_APPL,0.0
2010,Sheep,dry,TCO2E_CROP_MGT,0.0
2010,Sheep,dry,TCO2E_CULTIV,0.0
2010,Sheep,dry,TCO2E_DUNG_URINE,0.8226811779785156
2010,Sheep,dry,TCO2E_ELEC,0.0
2010,Sheep,dry,TCO2E_ENTERIC,8.024587604492188
2010,Sheep,dry,TCO2E_FERT_PROD,0.0
2010,Sheep,dry,TCO2E_FODDER,0.14443660246777537
2010,Sheep,dry,TCO2E_FUEL,1.3997417255655527
2010,Sheep,dry,TCO2E_HARVEST,0.0
2010,Sheep,dry,TCO2E_IND_LEACH_RUNOFF,0.40099096086120606
2010,Sheep,dry,TCO2E_IRRIG,0.0
2010,Sheep,dry,TCO2E_MANURE_MGT,0.003908087301135063
2010,Sheep,dry,TCO2E_PEST_PROD,0.0
2010,Sheep,dry,TCO2E_SEED,0.6818169325675443
2010,Sheep,dry,TCO2E_SOIL,0.0
2010,Sheep,dry,TCO2E_SOWING,0.0
2010,Sheep,irr,TCO2E_CHEM_APPL,0.0
2010,Sheep,irr,TCO2E_CROP_MGT,0.0
2010,Sheep,irr,TCO2E_CULTIV,0.0
2010,Sheep,irr,TCO2E_DUNG_URINE,0.0
2010,Sheep,irr,TCO2E_ELEC,0.0
2010,Sheep,irr,TCO2E_ENTERIC,0.0
2010,Sheep,irr,TCO2E_FERT_PROD,0.0
2010,Sheep,irr,TCO2E_FODDER,0.0
2010,Sheep,irr,TCO2E_FUEL,0.0
2010,Sheep,irr,TCO2E_HARVEST,0.0
2010,Sheep,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Sheep,irr,TCO2E_IRRIG,0.0
2010,Sheep,irr,TCO2E_MANURE_MGT,0.0
2010,Sheep,irr,TCO2E_PEST_PROD,0.0
2010,Sheep,irr,TCO2E_SEED,0.0
2010,Sheep,irr,TCO2E_SOIL,0.0
2010,Sheep,irr,TCO2E_SOWING,0.0
2010,Stone fruit,dry,TCO2E_CHEM_APPL,0.0
2010,Stone fruit,dry,TCO2E_CROP_MGT,0.0
2010,Stone fruit,dry,TCO2E_CULTIV,0.0
2010,Stone fruit,dry,TCO2E_DUNG_URINE,0.0
2010,Stone fruit,dry,TCO2E_ELEC,0.0
2010,Stone fruit,dry,TCO2E_ENTERIC,0.0
2010,Stone fruit,dry,TCO2E_FERT_PROD,0.0
2010,Stone fruit,dry,TCO2E_FODDER,0.0
2010,Stone fruit,dry,TCO2E_FUEL,0.0
2010,Stone fruit,dry,TCO2E_HARVEST,0.0
2010,Stone fruit,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Stone fruit,dry,TCO2E_IRRIG,0.0
2010,Stone fruit,dry,TCO2E_MANURE_MGT,0.0
2010,Stone fruit,dry,TCO2E_PEST_PROD,0.0
2010,Stone fruit,dry,TCO2E_SEED,0.0
2010,Stone fruit,dry,TCO2E_SOIL,0.0
2010,Stone fruit,dry,TCO2E_SOWING,0.0
2010,Stone fruit,irr,TCO2E_CHEM_APPL,0.01939441015625
2010,Stone fruit,irr,TCO2E_CROP_MGT,0.004631654296875
2010,Stone fruit,irr,TCO2E_CULTIV,0.0156809775390625
2010,Stone fruit,irr,TCO2E_DUNG_URINE,0.0
2010,Stone fruit,irr,TCO2E_ELEC,0.0
2010,Stone fruit,irr,TCO2E_ENTERIC,0.0
2010,Stone fruit,irr,TCO2E_FERT_PROD,0.02639797265625
2010,Stone fruit,irr,TCO2E_FODDER,0.0
2010,Stone fruit,irr,TCO2E_FUEL,0.0
2010,Stone fruit,irr,TCO2E_HARVEST,0.0043709248046875
2010,Stone fruit,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Stone fruit,irr,TCO2E_IRRIG,0.03316756640625
2010,Stone fruit,irr,TCO2E_MANURE_MGT,0.0
2010,Stone fruit,irr,TCO2E_PEST_PROD,0.03472508984375
2010,Stone fruit,irr,TCO2E_SEED,0.0
2010,Stone fruit,irr,TCO2E_SOIL,0.07817528125
2010,Stone fruit,irr,TCO2E_SOWING,0.000825657470703125
2010,Sugar,dry,TCO2E_CHEM_APPL,0.05815466943359375
2010,Sugar,dry,TCO2E_CROP_MGT,0.0
2010,Sugar,dry,TCO2E_CULTIV,0.21405487109375
2010,Sugar,dry,TCO2E_DUNG_URINE,0.0
2010,Sugar,dry,TCO2E_ELEC,0.0
2010,Sugar,dry,TCO2E_ENTERIC,0.0
2010,Sugar,dry,TCO2E_FERT_PROD,0.43329072265625
2010,Sugar,dry,TCO2E_FODDER,0.0
2010,Sugar,dry,TCO2E_FUEL,0.0
2010,Sugar,dry,TCO2E_HARVEST,0.009660993957519532
2010,Sugar,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Sugar,dry,TCO2E_IRRIG,0.0
2010,Sugar,dry,TCO2E_MANURE_MGT,0.0
2010,Sugar,dry,TCO2E_PEST_PROD,0.270172521484375
2010,Sugar,dry,TCO2E_SEED,0.0
2010,Sugar,dry,TCO2E_SOIL,1.3057843046875
2010,Sugar,dry,TCO2E_SOWING,0.05111868798828125
2010,Sugar,irr,TCO2E_CHEM_APPL,0.006448357421875
2010,Sugar,irr,TCO2E_CROP_MGT,0.0
2010,Sugar,irr,TCO2E_CULTIV,0.020628892578125
2010,Sugar,irr,TCO2E_DUNG_URINE,0.0
2010,Sugar,irr,TCO2E_ELEC,0.0
2010,Sugar,irr,TCO2E_ENTERIC,0.0
2010,Sugar,irr,TCO2E_FERT_PROD,0.0465374921875
2010,Sugar,irr,TCO2E_FODDER,0.0
2010,Sugar,irr,TCO2E_FUEL,0.0
2010,Sugar,irr,TCO2E_HARVEST,0.000991304931640625
2010,Sugar,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Sugar,irr,TCO2E_IRRIG,0.0422833046875
2010,Sugar,irr,TCO2E_MANURE_MGT,0.0
2010,Sugar,irr,TCO2E_PEST_PROD,0.0355039296875
2010,Sugar,irr,TCO2E_SEED,0.0
2010,Sugar,irr,TCO2E_SOIL,0.1744019375
2010,Sugar,irr,TCO2E_SOWING,0.0081254501953125
2010,Summer cereals,dry,TCO2E_CHEM_APPL,0.029546412841796876
2010,Summer cereals,dry,TCO2E_CROP_MGT,0.0
2010,Summer cereals,dry,TCO2E_CULTIV,0.0725281201171875
2010,Summer cereals,dry,TCO2E_DUNG_URINE,0.0
2010,Summer cereals,dry,TCO2E_ELEC,0.0
2010,Summer cereals,dry,TCO2E_ENTERIC,0.0
2010,Summer cereals,dry,TCO2E_FERT_PROD,0.1037279462890625
2010,Summer cereals,dry,TCO2E_FODDER,0.0
2010,Summer cereals,dry,TCO2E_FUEL,0.0
2010,Summer cereals,dry,TCO2E_HARVEST,0.03957369061279297
2010,Summer cereals,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Summer cereals,dry,TCO2E_IRRIG,0.0
2010,Summer cereals,dry,TCO2E_MANURE_MGT,0.0
2010,Summer cereals,dry,TCO2E_PEST_PROD,0.131133166015625
2010,Summer cereals,dry,TCO2E_SEED,0.0
2010,Summer cereals,dry,TCO2E_SOIL,0.022282220703125
2010,Summer cereals,dry,TCO2E_SOWING,0.009795039245605468
2010,Summer cereals,irr,TCO2E_CHEM_APPL,0.01416590185546875
2010,Summer cereals,irr,TCO2E_CROP_MGT,0.0
2010,Summer cereals,irr,TCO2E_CULTIV,0.03121282421875
2010,Summer cereals,irr,TCO2E_DUNG_URINE,0.0
2010,Summer cereals,irr,TCO2E_ELEC,0.0
2010,Summer cereals,irr,TCO2E_ENTERIC,0.0
2010,Summer cereals,irr,TCO2E_FERT_PROD,0.037795880859375
2010,Summer cereals,irr,TCO2E_FODDER,0.0
2010,Summer cereals,irr,TCO2E_FUEL,0.0
2010,Summer cereals,irr,TCO2E_HARVEST,0.0022451192626953124
2010,Summer cereals,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Summer cereals,irr,TCO2E_IRRIG,0.01291455615234375
2010,Summer cereals,irr,TCO2E_MANURE_MGT,0.0
2010,Summer cereals,irr,TCO2E_PEST_PROD,0.0304458818359375
2010,Summer cereals,irr,TCO2E_SEED,0.0
2010,Summer cereals,irr,TCO2E_SOIL,0.06852354296875
2010,Summer cereals,irr,TCO2E_SOWING,0.006940322082519532
2010,Summer legumes,dry,TCO2E_CHEM_APPL,0.02485162939453125
2010,Summer legumes,dry,TCO2E_CROP_MGT,0.0010940895156860352
2010,Summer legumes,dry,TCO2E_CULTIV,0.0364528955078125
2010,Summer legumes,dry,TCO2E_DUNG_URINE,0.0
2010,Summer legumes,dry,TCO2E_ELEC,0.0
2010,Summer legumes,dry,TCO2E_ENTERIC,0.0
2010,Summer legumes,dry,TCO2E_FERT_PROD,0.116177408203125
2010,Summer legumes,dry,TCO2E_FODDER,0.0
2010,Summer legumes,dry,TCO2E_FUEL,0.0
2010,Summer legumes,dry,TCO2E_HARVEST,0.00391942333984375
2010,Summer legumes,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Summer legumes,dry,TCO2E_IRRIG,0.0
2010,Summer legumes,dry,TCO2E_MANURE_MGT,0.0
2010,Summer legumes,dry,TCO2E_PEST_PROD,0.012928234375
2010,Summer legumes,dry,TCO2E_SEED,0.0
2010,Summer legumes,dry,TCO2E_SOIL,0.0102693095703125
2010,Summer legumes,dry,TCO2E_SOWING,0.005296117797851562
2010,Summer legumes,irr,TCO2E_CHEM_APPL,0.0
2010,Summer legumes,irr,TCO2E_CROP_MGT,0.0
2010,Summer legumes,irr,TCO2E_CULTIV,0.0
2010,Summer legumes,irr,TCO2E_DUNG_URINE,0.0
2010,Summer legumes,irr,TCO2E_ELEC,0.0
2010,Summer legumes,irr,TCO2E_ENTERIC,0.0
2010,Summer legumes,irr,TCO2E_FERT_PROD,0.0
2010,Summer legumes,irr,TCO2E_FODDER,0.0
2010,Summer legumes,irr,TCO2E_FUEL,0.0
2010,Summer legumes,irr,TCO2E_HARVEST,0.0
2010,Summer legumes,irr,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Summer legumes,irr,TCO2E_IRRIG,0.0
2010,Summer legumes,irr,TCO2E_MANURE_MGT,0.0
2010,Summer legumes,irr,TCO2E_PEST_PROD,0.0
2010,Summer legumes,irr,TCO2E_SEED,0.0
2010,Summer legumes,irr,TCO2E_SOIL,0.0
2010,Summer legumes,irr,TCO2E_SOWING,0.0
2010,Summer oilseeds,dry,TCO2E_CHEM_APPL,0.0
2010,Summer oilseeds,dry,TCO2E_CROP_MGT,0.0
2010,Summer oilseeds,dry,TCO2E_CULTIV,0.0
2010,Summer oilseeds,dry,TCO2E_DUNG_URINE,0.0
2010,Summer oilseeds,dry,TCO2E_ELEC,0.0
2010,Summer oilseeds,dry,TCO2E_ENTERIC,0.0
2010,Summer oilseeds,dry,TCO2E_FERT_PROD,0.0
2010,Summer oilseeds,dry,TCO2E_FODDER,0.0
2010,Summer oilseeds,dry,TCO2E_FUEL,0.0
2010,Summer oilseeds,dry,TCO2E_HARVEST,0.0
2010,Summer oilseeds,dry,TCO2E_IND_LEACH_RUNOFF,0.0
2010,Summer oilseeds,dry,TCO2E_IRRIG,0.0
2010,Summer oilseeds,dry,TCO2E_MANURE_MGT,0.0
2010,Summer oilseeds,dry,TCO2E_PEST_PROD,0.0
2010,Summer oilseeds,dry,TCO2E_SEED,0.0
2010,Summer oilseeds,dry,TCO2E_SOIL,0.0
2010,Summer oilseeds,dry,TCO2E_SOWING,0.0
2010,Summer oilseeds,irr,TCO2E_CHEM_APPL,0.00660781494140625
